Id_ARTICOLO              ;AAR_DESCRIZ                                       ;AAR_DESCRIZAGG                                    ;AAR_ART_TIPO        ;AAR_COD_MADRE        ;AAR_COD_RADICE       ;AAR_ID_UM                ;AAR_LISVEN01;AAR_LISVEN02;AAR_LISVEN03;AAR_LISVEN04;AAR_LISACQO1;AAR_ID_CLIFOR            ;AAR_LISACQO2;AAR_ID_CLIFOR_2         ;emptyColumn
K18077                   ;ZUCCOTTO IN PILE K18077                           ;                                                  ;ART-RADICE          ;                     ;                     ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
K18077BL                 ;ZUCCOTTO IN PILE BLU NY K18077                    ;                                                  ;ART-CODICE          ;                     ;K18077               ;NR                       ;1,01;1,14;            ;1,01;            ;0;            ;0;
K18077CM                 ;ZUCCOTTO IN PILE COL.MIMETICO K18077              ;                                                  ;ART-CODICE          ;                     ;K18077               ;NR                       ;1,14;1,24;            ;1,14;            ;0;            ;0;
K18077GR                 ;ZUCCOTTO IN PILE GRIGIO K18077                    ;                                                  ;ART-CODICE          ;                     ;K18077               ;NR                       ;1,01;1,14;            ;1,01;            ;0;            ;0;
K18077NE                 ;ZUCCOTTO IN PILE NERO K18077                      ;                                                  ;ART-CODICE          ;                     ;K18077               ;NR                       ;1,01;1,14;            ;1,01;            ;0;            ;0;
K18077VM                 ;ZUCCOTTO IN PILE VERDE MILITARE K18077            ;                                                  ;ART-CODICE          ;                     ;K18077               ;NR                       ;1,01;1,14;            ;1,01;            ;0;            ;0;
K18144                   ;CAPP.C/BANDIERA ITALIANA K18144                   ;65/35 P/C                                         ;ART-RADICE          ;                     ;                     ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
K18144BI                 ;CAPP.C/BANDIERA ITALIANA BIANCO K18144            ;65/35 P/C                                         ;ART-CODICE          ;                     ;K18144               ;NR                       ;1,22;1,34;            ;1,22;            ;0;            ;0;
K18144BL                 ;CAPP.C/BANDIERA ITALIANA BLU NY K18144            ;65/35 P/C                                         ;ART-CODICE          ;                     ;K18144               ;NR                       ;1,22;1,34;            ;1,22;            ;0;            ;0;
K18144GI                 ;CAPP.C/BANDIERA ITALIANA GIALLO K18144            ;65/35 P/C                                         ;ART-CODICE          ;                     ;K18144               ;NR                       ;1,22;1,34;            ;1,22;            ;0;            ;0;
K18144GR                 ;CAPP.C/BANDIERA ITALIANA GRIGIO K18144            ;65/35 P/C                                         ;ART-CODICE          ;                     ;K18144               ;NR                       ;1,22;1,34;            ;1,22;            ;0;            ;0;
K18144KA                 ;CAPP.C/BANDIERA ITALIANA KAKI K18144              ;65/35 P/C                                         ;ART-CODICE          ;                     ;K18144               ;NR                       ;1,22;1,34;            ;1,22;            ;0;            ;0;
K18144NE                 ;CAPP.C/BANDIERA ITALIANA NERO K18144              ;65/35 P/C                                         ;ART-CODICE          ;                     ;K18144               ;NR                       ;1,22;1,34;            ;1,22;            ;0;            ;0;
K18144RO                 ;CAPP.C/BANDIERA ITALIANA ROSSO K18144             ;65/35 P/C                                         ;ART-CODICE          ;                     ;K18144               ;NR                       ;1,22;1,34;            ;1,22;            ;0;            ;0;
K18144RY                 ;CAPP.C/BANDIERA ITALIANA ROYAL BL K18144          ;65/35 P/C                                         ;ART-CODICE          ;                     ;K18144               ;NR                       ;1,22;1,34;            ;1,22;            ;0;            ;0;
K18144VA                 ;CAPP.C/BANDIERA ITALIANA VERDE ACIDO K18144       ;65/35 P/C                                         ;ART-CODICE          ;                     ;K18144               ;NR                       ;1,22;1,34;            ;1,22;            ;0;            ;0;
K18504                   ;BRETELLE ALTA VISIBILITA' EN471                   ;                                                  ;ART-RADICE          ;                     ;                     ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
K18504AR                 ;BRETELLE ARANCIO A.V. WVOT01 EN471                ;                                                  ;ART-CODICE          ;                     ;K18504               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
K2567A                   ;CAPPELLINO 2567A BASIC 100% COTONE                ;                                                  ;ART-CODICE          ;                     ;K2567A               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
K2567C                   ;CAPPELLINO 2567C TOP 100% POLIESTERE              ;                                                  ;ART-CODICE          ;                     ;K2567C               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
K2688A                   ;CAPPELLINO 2688A 80% POL/20% COTONE               ;                                                  ;ART-CODICE          ;                     ;K2688A               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
K3337                    ;BORSA MARINAIO IMPERMEABILE COLORE BLU NAVY       ;                                                  ;ART-CODICE          ;                     ;K3337                ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
K510C03P                 ;LACCI SCARPE 120 CM PERSONALIZZATI                ;                                                  ;ART-CODICE          ;                     ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
K55NOME                  ;TARGHETTA NEUTRA IN PLASTICA                      ;                                                  ;ART-CODICE          ;                     ;                     ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
KEVERE                   ;SCALDACOLLO IN PILE EVEREST                       ;                                                  ;ART-RADICE          ;                     ;                     ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
KEVEREBI                 ;SCALDACOLLO IN PILE EVEREST BIANCO                ;                                                  ;ART-CODICE          ;                     ;KEVERE               ;NR                       ;            ;1,33;            ;            ;            ;0;            ;0;
KEVERERO                 ;SCALDACOLLO IN PILE EVEREST ROSSO                 ;                                                  ;ART-CODICE          ;                     ;KEVERE               ;NR                       ;            ;1,33;            ;            ;            ;0;            ;0;
KEVEREYF                 ;SCALDACOLLO IN PILE EVEREST YELLO FLUO            ;                                                  ;ART-CODICE          ;                     ;KEVERE               ;NR                       ;            ;1,33;            ;            ;            ;0;            ;0;
KP0035                   ;MATITA IN LEGNO CON GOMMA                         ;                                                  ;ART-CODICE          ;                     ;KP0035               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
KP0131                   ;MATITA MURATORE/FALEGNAME                         ;                                                  ;ART-CODICE          ;                     ;KP0131               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
KP0238                   ;PENNA SFERA A SCATTO 0238                         ;                                                  ;ART-CODICE          ;                     ;KP0238               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
KPF035                   ;MATITA TONDA F035                                 ;                                                  ;ART-CODICE          ;                     ;KPF035               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
KS26465                  ;BLOCCO PER APPUNTI                                ;                                                  ;ART-CODICE          ;                     ;                     ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
MODIFICA                 ;MODIFICA SU CAPI CONCORDATA                       ;                                                  ;ART-CODICE          ;                     ;                     ;NM                       ;            ;            ;            ;            ;            ;0;            ;0;
N06605000                ;ROTOLO ADESIVO RINFRANGENTE GI/NE cm.10x45,7 mt.  ;                                                  ;ART-CODICE          ;                     ;                     ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
N1008285                 ;CORDINO DI POSIZIONAMENTO TITAN SENZA MOSCHETTONE ;                                                  ;ART-CODICE          ;                     ;                     ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
N1018960                 ;MOSCHETTONE IN ACCIAIO APERTURA 17 1018960        ;                                                  ;ART-CODICE          ;                     ;                     ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
N17206                   ;COPRISCARPE IN TYVEK TG.44/45                     ;                                                  ;ART-CODICE          ;                     ;N17206               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
N17210                   ;TUTA POLIPROPILENE CON CAPPUCCIO BIANCA           ;                                                  ;ART-MADRE           ;                     ;                     ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
N17210   L               ;TUTA POLIPROPILENE CON CAPPUCCIO BIANCA           ;                                                  ;ART-CODICE          ;N17210               ;N17210               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
N17210  XL               ;TUTA POLIPROPILENE CON CAPPUCCIO BIANCA           ;                                                  ;ART-CODICE          ;N17210               ;N17210               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
N17210  XX               ;TUTA POLIPROPILENE CON CAPPUCCIO BIANCA           ;                                                  ;ART-CODICE          ;N17210               ;N17210               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
N2360                    ;OMBRELLO GOLF AUTOMATICO                          ;                                                  ;ART-CODICE          ;                     ;N2360                ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
N487060                  ;TUTA ECO KEM 100% POLIPROPILENE                   ;                                                  ;ART-MADRE           ;                     ;                     ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
N487060 XL               ;TUTA ECO KEM 100% POLIPROPILENE                   ;                                                  ;ART-CODICE          ;N487060              ;                     ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
N5560                    ;OMBRELLO MINI AUTOMATICO                          ;                                                  ;ART-CODICE          ;                     ;N5560                ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
N72990                   ;GUANTI DIELETTRICI 1000V CLASSE 0 COD.2091907     ;                                                  ;ART-CODICE          ;                     ;N72990               ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
N91310                   ;OCCHIALI UNIVET C/LENTE TRASPARENTE 568.01.00.00  ;                                                  ;ART-CODICE          ;                     ;N91310               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
NALL53654                ;CARTELLI ALLUMINIO PERSONALIZZATI                 ;                                                  ;ART-CODICE          ;                     ;                     ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
NALLVARI                 ;CARTELLI ALLUMINIO VARI COME DA DISTINTA          ;                                                  ;ART-CODICE          ;                     ;                     ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC10315                 ;CALZATURA REAL ALTA S1P                           ;PA 35/48                                          ;ART-MADRE           ;                     ;                     ;PA                       ;22,54;23;            ;22,54;            ;0;            ;0;
NBC1031537               ;CALZATURA REAL ALTA S1P                           ;                                                  ;ART-CODICE          ;NBC10315             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC1031539               ;CALZATURA REAL ALTA S1P                           ;                                                  ;ART-CODICE          ;NBC10315             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC1031540               ;CALZATURA REAL ALTA S1P                           ;                                                  ;ART-CODICE          ;NBC10315             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC1031541               ;CALZATURA REAL ALTA S1P                           ;                                                  ;ART-CODICE          ;NBC10315             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC1031542               ;CALZATURA REAL ALTA S1P                           ;                                                  ;ART-CODICE          ;NBC10315             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC1031543               ;CALZATURA REAL ALTA S1P                           ;                                                  ;ART-CODICE          ;NBC10315             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC1031544               ;CALZATURA REAL ALTA S1P                           ;                                                  ;ART-CODICE          ;NBC10315             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC1031545               ;CALZATURA REAL ALTA S1P                           ;                                                  ;ART-CODICE          ;NBC10315             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC1031546               ;CALZATURA REAL ALTA S1P                           ;                                                  ;ART-CODICE          ;NBC10315             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC10415                 ;CALZATURA DESERT ALTA S1P                         ;PA 35/48                                          ;ART-MADRE           ;                     ;                     ;PA                       ;22,54;23;            ;22,54;            ;0;            ;0;
NBC1041536               ;CALZATURA DESERT ALTA S1P                         ;                                                  ;ART-CODICE          ;NBC10415             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC1041538               ;CALZATURA DESERT ALTA S1P                         ;                                                  ;ART-CODICE          ;NBC10415             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC1041539               ;CALZATURA DESERT ALTA S1P                         ;                                                  ;ART-CODICE          ;NBC10415             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC1041540               ;CALZATURA DESERT ALTA S1P                         ;                                                  ;ART-CODICE          ;NBC10415             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC1041541               ;CALZATURA DESERT ALTA S1P                         ;                                                  ;ART-CODICE          ;NBC10415             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC1041542               ;CALZATURA DESERT ALTA S1P                         ;                                                  ;ART-CODICE          ;NBC10415             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC1041543               ;CALZATURA DESERT ALTA S1P                         ;                                                  ;ART-CODICE          ;NBC10415             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC1041544               ;CALZATURA DESERT ALTA S1P                         ;                                                  ;ART-CODICE          ;NBC10415             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC1041545               ;CALZATURA DESERT ALTA S1P                         ;                                                  ;ART-CODICE          ;NBC10415             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC10423                 ;SCARPA ALTA PELLE NERA CROCODILE S3               ;PA 35/48                                          ;ART-MADRE           ;                     ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC1042339               ;SCARPA ALTA PELLE NERA CROCODILE S3               ;                                                  ;ART-CODICE          ;NBC10423             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC1042340               ;SCARPA ALTA PELLE NERA CROCODILE S3               ;                                                  ;ART-CODICE          ;NBC10423             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC1042341               ;SCARPA ALTA PELLE NERA CROCODILE S3               ;                                                  ;ART-CODICE          ;NBC10423             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC1042343               ;SCARPA ALTA PELLE NERA CROCODILE S3               ;                                                  ;ART-CODICE          ;NBC10423             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC1042344               ;SCARPA ALTA PELLE NERA CROCODILE S3               ;                                                  ;ART-CODICE          ;NBC10423             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC20315                 ;CALZATURA TUDOR BASSA S1P                         ;PA 35/48                                          ;ART-MADRE           ;                     ;                     ;PA                       ;21,32;21,75;            ;21,32;            ;0;            ;0;
NBC2031537               ;CALZATURA TUDOR BASSA S1P                         ;                                                  ;ART-CODICE          ;NBC20315             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC2031540               ;CALZATURA TUDOR BASSA S1P                         ;                                                  ;ART-CODICE          ;NBC20315             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC2031541               ;CALZATURA TUDOR BASSA S1P                         ;                                                  ;ART-CODICE          ;NBC20315             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC2031542               ;CALZATURA TUDOR BASSA S1P                         ;                                                  ;ART-CODICE          ;NBC20315             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC2031543               ;CALZATURA TUDOR BASSA S1P                         ;                                                  ;ART-CODICE          ;NBC20315             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC2031544               ;CALZATURA TUDOR BASSA S1P                         ;                                                  ;ART-CODICE          ;NBC20315             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC2031545               ;CALZATURA TUDOR BASSA S1P                         ;                                                  ;ART-CODICE          ;NBC20315             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC20415                 ;CALZATURA OASIS BASSA S1P                         ;                                                  ;ART-MADRE           ;                     ;                     ;PA                       ;21,32;21,75;            ;21,32;            ;0;            ;0;
NBC2041536               ;CALZATURA OASIS BASSA S1P                         ;                                                  ;ART-CODICE          ;NBC20415             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC2041537               ;CALZATURA OASIS BASSA S1P                         ;                                                  ;ART-CODICE          ;NBC20415             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC2041538               ;CALZATURA OASIS BASSA S1P                         ;                                                  ;ART-CODICE          ;NBC20415             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC2041539               ;CALZATURA OASIS BASSA S1P                         ;                                                  ;ART-CODICE          ;NBC20415             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC2041540               ;CALZATURA OASIS BASSA S1P                         ;                                                  ;ART-CODICE          ;NBC20415             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC2041541               ;CALZATURA OASIS BASSA S1P                         ;                                                  ;ART-CODICE          ;NBC20415             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC2041542               ;CALZATURA OASIS BASSA S1P                         ;                                                  ;ART-CODICE          ;NBC20415             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC2041543               ;CALZATURA OASIS BASSA S1P                         ;                                                  ;ART-CODICE          ;NBC20415             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC2041544               ;CALZATURA OASIS BASSA S1P                         ;                                                  ;ART-CODICE          ;NBC20415             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC2041545               ;CALZATURA OASIS BASSA S1P                         ;                                                  ;ART-CODICE          ;NBC20415             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC2041546               ;CALZATURA OASIS BASSA S1P                         ;                                                  ;ART-CODICE          ;NBC20415             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBC2041548               ;CALZATURA OASIS BASSA S1P TG.48                   ;PA 35/48                                          ;ART-CODICE          ;                     ;                     ;PA                       ;21,32;21,75;            ;21,32;            ;0;            ;0;
NBC20483                 ;CALZATURA SABA BASSA S3                           ;                                                  ;ART-MADRE           ;                     ;                     ;PA                       ;            ;30,85;            ;            ;            ;0;            ;0;
NBC2048343               ;CALZATURA SABA BASSA S3                           ;                                                  ;ART-CODICE          ;NBC20483             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBN10025                 ;SCARPA ALTA PELLE NERA ANACONDA S1P RS            ;PA 35/48                                          ;ART-MADRE           ;                     ;                     ;PA                       ;22,39;22,85;            ;22,39;            ;0;            ;0;
NBN1002535               ;SCARPA ALTA PELLE NERA ANACONDA                   ;                                                  ;ART-CODICE          ;NBN10025             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBN1002537               ;SCARPA ALTA PELLE NERA ANACONDA                   ;                                                  ;ART-CODICE          ;NBN10025             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBN1002538               ;SCARPA ALTA PELLE NERA ANACONDA                   ;                                                  ;ART-CODICE          ;NBN10025             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBN1002540               ;SCARPA ALTA PELLE NERA ANACONDA                   ;                                                  ;ART-CODICE          ;NBN10025             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBN1002541               ;SCARPA ALTA PELLE NERA ANACONDA                   ;                                                  ;ART-CODICE          ;NBN10025             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBN1002542               ;SCARPA ALTA PELLE NERA ANACONDA                   ;                                                  ;ART-CODICE          ;NBN10025             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBN1002543               ;SCARPA ALTA PELLE NERA ANACONDA                   ;                                                  ;ART-CODICE          ;NBN10025             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBN1002544               ;SCARPA ALTA PELLE NERA ANACONDA                   ;                                                  ;ART-CODICE          ;NBN10025             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBN1002545               ;SCARPA ALTA PELLE NERA ANACONDA                   ;                                                  ;ART-CODICE          ;NBN10025             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBN1002546               ;SCARPA ALTA PELLE NERA ANACONDA                   ;                                                  ;ART-CODICE          ;NBN10025             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBN1002548               ;SCARPA ALTA PELLE NERA ANACONDA S1P RS TG.48      ;                                                  ;ART-CODICE          ;                     ;                     ;PA                       ;21,02;21,45;            ;21,02;            ;0;            ;0;
NBN20025                 ;SCARPA BASSA PELLE NERA SOFFIETTO S1P             ;PA 35/48                                          ;ART-MADRE           ;                     ;                     ;PA                       ;21,36;21,8;            ;21,36;            ;0;            ;0;
NBN2002536               ;SCARPA BASSA PELLE NERA SOFFIETTO                 ;                                                  ;ART-CODICE          ;NBN20025             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBN2002537               ;SCARPA BASSA PELLE NERA SOFFIETTO                 ;                                                  ;ART-CODICE          ;NBN20025             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBN2002538               ;SCARPA BASSA PELLE NERA SOFFIETTO                 ;                                                  ;ART-CODICE          ;NBN20025             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBN2002539               ;SCARPA BASSA PELLE NERA SOFFIETTO                 ;                                                  ;ART-CODICE          ;NBN20025             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBN2002540               ;SCARPA BASSA PELLE NERA SOFFIETTO                 ;                                                  ;ART-CODICE          ;NBN20025             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBN2002541               ;SCARPA BASSA PELLE NERA SOFFIETTO                 ;                                                  ;ART-CODICE          ;NBN20025             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBN2002542               ;SCARPA BASSA PELLE NERA SOFFIETTO                 ;                                                  ;ART-CODICE          ;NBN20025             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBN2002543               ;SCARPA BASSA PELLE NERA SOFFIETTO                 ;                                                  ;ART-CODICE          ;NBN20025             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBN2002544               ;SCARPA BASSA PELLE NERA SOFFIETTO                 ;                                                  ;ART-CODICE          ;NBN20025             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBN2002545               ;SCARPA BASSA PELLE NERA SOFFIETTO                 ;                                                  ;ART-CODICE          ;NBN20025             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBN2002546               ;SCARPA BASSA PELLE NERA SOFFIETTO                 ;                                                  ;ART-CODICE          ;NBN20025             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBN2002547               ;SCARPA BASSA PELLE NERA SOFFIETTO                 ;                                                  ;ART-CODICE          ;NBN20025             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBN2002548               ;SCARPA BASSA PELLE NERA SOFFIETTO S1P TG.48       ;                                                  ;ART-CODICE          ;                     ;                     ;PA                       ;20,09;20,5;            ;20,09;            ;0;            ;0;
NBN20035                 ;SCARPA BASSA SCAM.GRIGIA ROTATIONAL S1P           ;PA 35/48                                          ;ART-MADRE           ;                     ;                     ;PA                       ;21,51;21,95;            ;21,51;            ;0;            ;0;
NBN2003536               ;SCARPA BASSA SCAM.GRIGIA ROTATIONA S1P            ;                                                  ;ART-CODICE          ;NBN20035             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBN2003539               ;SCARPA BASSA SCAM.GRIGIA ROTATIONAL S1P           ;                                                  ;ART-CODICE          ;NBN20035             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBN2003540               ;SCARPA BASSA SCAM.GRIGIA ROTATIONAL S1P           ;                                                  ;ART-CODICE          ;NBN20035             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBN2003541               ;SCARPA BASSA SCAM.GRIGIA ROTATIONAL S1P           ;                                                  ;ART-CODICE          ;NBN20035             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBN2003542               ;SCARPA BASSA SCAM.GRIGIA ROTATIONAL S1P           ;                                                  ;ART-CODICE          ;NBN20035             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBN2003543               ;SCARPA BASSA SCAM.GRIGIA ROTATIONAL S1P           ;                                                  ;ART-CODICE          ;NBN20035             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBN2003544               ;SCARPA BASSA SCAM.GRIGIA ROTATIONAL S1P           ;                                                  ;ART-CODICE          ;NBN20035             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBN2003545               ;SCARPA BASSA SCAM.GRIGIA ROTATIONAL S1P           ;                                                  ;ART-CODICE          ;NBN20035             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBN2003546               ;SCARPA BASSA SCAM.GRIGIA ROTATIONAL S1P           ;                                                  ;ART-CODICE          ;NBN20035             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBN2003547               ;SCARPA BASSA SCAM.GRIGIA ROTATIONAL S1P           ;                                                  ;ART-CODICE          ;NBN20035             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBN2003548               ;SCARPA BASSA SCAM.GRIGIA ROTATIONAL TG.48 S1P     ;                                                  ;ART-CODICE          ;                     ;                     ;PA                       ;20,43;20,85;            ;20,43;            ;0;            ;0;
NBT10345                 ;CALZATURA TANNER ALTA RS S1P                      ;BASIC                                             ;ART-MADRE           ;                     ;                     ;PA                       ;            ;22,15;            ;            ;            ;0;            ;0;
NBT1034542               ;CALZATURA TANNER ALTA RS S1P                      ;                                                  ;ART-CODICE          ;NBT10345             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBT1034545               ;CALZATURA TANNER ALTA RS S1P                      ;                                                  ;ART-CODICE          ;NBT10345             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBT20345                 ;CALZATURA TEAM BASSA S1P                          ;BASIC                                             ;ART-MADRE           ;                     ;                     ;PA                       ;            ;21,15;            ;            ;            ;0;            ;0;
NBT2034543               ;CALZATURA TEAM BASSA S1P                          ;                                                  ;ART-CODICE          ;NBT20345             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBT2034545               ;CALZATURA TEAM BASSA S1P                          ;                                                  ;ART-CODICE          ;NBT20345             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBT20566                 ;CALZATURA BELL BASSA S1P                          ;                                                  ;ART-MADRE           ;                     ;                     ;PA                       ;            ;23,3;            ;            ;            ;0;            ;0;
NBT2056637               ;CALZATURA BELL BASSA S1P                          ;                                                  ;ART-CODICE          ;NBT20566             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBT2056638               ;CALZATURA BELL BASSA S1P                          ;                                                  ;ART-CODICE          ;NBT20566             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBT2056639               ;CALZATURA BELL BASSA S1P                          ;                                                  ;ART-CODICE          ;NBT20566             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBT2056640               ;CALZATURA BELL BASSA S1P                          ;                                                  ;ART-CODICE          ;NBT20566             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBT2056641               ;CALZATURA BELL BASSA S1P                          ;                                                  ;ART-CODICE          ;NBT20566             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
NBT2056642               ;CALZATURA BELL BASSA S1P                          ;                                                  ;ART-CODICE          ;NBT20566             ;                     ;PA                       ;            ;            ;            ;            ;            ;0;            ;0;
